order_id,customer_id,product_id,order_date,qty,discount_rate
O2024002102,C002548,P00030,2024-02-16,1,0.03
O2024002103,C001712,P00042,2024-02-16,1,0.0
O2024002104,C002223,P00073,2024-02-16,1,0.05
O2024002105,C002031,P00116,2024-02-16,1,0.2
O2024002106,C002442,P00026,2024-02-16,1,0.0
O2024002107,C000751,P00082,2024-02-16,2,0.05
O2024002108,C001439,P00059,2024-02-16,1,0.0
O2024002109,C002964,P00038,2024-02-16,4,0.0
O2024002110,C000104,P00068,2024-02-16,3,0.0
O2024002111,C001654,P00006,2024-02-16,3,0.0
O2024002112,C000091,P00052,2024-02-16,2,0.0
O2024002113,C000723,P00165,2024-02-16,1,0.05
O2024002114,C001217,P00027,2024-02-16,1,0.0
O2024002115,C001952,P00149,2024-02-16,1,0.0
O2024002116,C001506,P00096,2024-02-16,2,0.1
O2024002117,C000111,P00170,2024-02-16,1,0.05
O2024002118,C002130,P00145,2024-02-16,1,0.0
O2024002119,C001112,P00030,2024-02-16,1,0.0
O2024002120,C001228,P00169,2024-02-16,1,0.0
O2024002121,C001194,P00103,2024-02-17,3,0.05
O2024002122,C002350,P00055,2024-02-17,1,0.03
O2024002123,C000815,P00126,2024-02-17,1,0.15
O2024002124,C001838,P00044,2024-02-17,1,0.0
O2024002125,C000897,P00135,2024-02-17,1,0.05
O2024002126,C002643,P00128,2024-02-17,1,0.0
O2024002127,C002963,P00064,2024-02-17,2,0.05
O2024002128,C000091,P00043,2024-02-17,1,0.0
O2024002129,C000496,P00091,2024-02-17,2,0.03
O2024002130,C002190,P00049,2024-02-17,1,0.15
O2024002131,C000021,P00035,2024-02-17,4,0.0
O2024002132,C000008,P00029,2024-02-17,1,0.05
O2024002133,C002890,P00140,2024-02-17,3,0.05
O2024002134,C001408,P00128,2024-02-17,2,0.15
O2024002135,C001273,P00030,2024-02-17,1,0.05
O2024002136,C000511,P00075,2024-02-17,2,0.1
O2024002137,C002775,P00095,2024-02-17,1,0.0
O2024002138,C001394,P00183,2024-02-17,1,0.1
O2024002139,C000853,P00053,2024-02-17,1,0.03
O2024002140,C002460,P00047,2024-02-17,1,0.05
O2024002141,C002921,P00179,2024-02-17,1,0.0
O2024002142,C000177,P00068,2024-02-17,1,0.03
O2024002143,C001175,P00174,2024-02-17,2,0.0
O2024002144,C000751,P00006,2024-02-17,3,0.05
O2024002145,C001277,P00077,2024-02-17,3,0.0
O2024002146,C002473,P00068,2024-02-17,2,0.05
O2024002147,C000404,P00019,2024-02-17,2,0.05
O2024002148,C001076,P00111,2024-02-17,3,0.0
O2024002149,C000290,P00116,2024-02-17,1,0.0
O2024002150,C000458,P00165,2024-02-17,1,0.03
O2024002151,C000287,P00071,2024-02-17,1,0.0
O2024002152,C000254,P00086,2024-02-17,2,0.1
O2024002153,C002047,P00147,2024-02-17,4,0.03
O2024002154,C001940,P00024,2024-02-17,1,0.05
O2024002155,C002562,P00009,2024-02-18,3,0.0
O2024002156,C002250,P00075,2024-02-18,3,0.0
O2024002157,C001323,P00117,2024-02-18,1,0.1
O2024002158,C002597,P00126,2024-02-18,1,0.0
O2024002159,C000851,P00195,2024-02-18,2,0.0
O2024002160,C001433,P00059,2024-02-18,1,0.0
O2024002161,C000494,P00007,2024-02-18,4,0.05
O2024002162,C001755,P00168,2024-02-18,3,0.0
O2024002163,C001236,P00030,2024-02-18,1,0.0
O2024002164,C000686,P00075,2024-02-18,2,0.05
O2024002165,C002127,P00075,2024-02-18,4,0.05
O2024002166,C000987,P00128,2024-02-18,2,0.05
O2024002167,C001547,P00106,2024-02-18,1,0.05
O2024002168,C000552,P00051,2024-02-18,1,0.0
O2024002169,C002866,P00136,2024-02-18,1,0.0
O2024002170,C000849,P00012,2024-02-18,3,0.0
O2024002171,C002217,P00114,2024-02-18,1,0.1
O2024002172,C000278,P00078,2024-02-18,1,0.0
O2024002173,C002189,P00075,2024-02-18,1,0.05
O2024002174,C001844,P00198,2024-02-18,2,0.03
O2024002175,C001016,P00078,2024-02-18,1,0.15
O2024002176,C001697,P00003,2024-02-18,1,0.05
O2024002177,C000968,P00169,2024-02-18,3,0.05
O2024002178,C002595,P00119,2024-02-18,1,0.0
O2024002179,C000619,P00042,2024-02-18,1,0.03
O2024002180,C002912,P00081,2024-02-18,1,0.05
O2024002181,C001265,P00178,2024-02-18,1,0.0
O2024002182,C000907,P00006,2024-02-18,1,0.0
O2024002183,C000998,P00198,2024-02-18,1,0.0
O2024002184,C002993,P00128,2024-02-18,1,0.0
O2024002185,C000811,P00073,2024-02-18,4,0.0
O2024002186,C000048,P00188,2024-02-18,1,0.0
O2024002187,C001819,P00055,2024-02-18,1,0.0
O2024002188,C001628,P00159,2024-02-18,1,0.0
O2024002189,C002028,P00006,2024-02-18,1,0.0
O2024002190,C001121,P00138,2024-02-19,1,0.0
O2024002191,C001739,P00065,2024-02-19,3,0.0
O2024002192,C002959,P00193,2024-02-19,3,0.05
O2024002193,C001321,P00168,2024-02-19,1,0.05
O2024002194,C002551,P00178,2024-02-19,1,0.0
O2024002195,C002679,P00033,2024-02-19,2,0.03
O2024002196,C001262,P00130,2024-02-19,1,0.0
O2024002197,C001470,P00128,2024-02-19,1,0.03
O2024002198,C000069,P00049,2024-02-19,1,0.15
O2024002199,C002901,P00067,2024-02-19,1,0.0
O2024002200,C002887,P00042,2024-02-19,1,0.0
O2024002201,C002031,P00155,2024-02-19,1,0.0
O2024002202,C002060,P00092,2024-02-19,3,0.03
O2024002203,C001293,P00197,2024-02-19,3,0.05
O2024002204,C002152,P00045,2024-02-19,1,0.05
O2024002205,C002751,P00022,2024-02-19,1,0.1
O2024002206,C000975,P00100,2024-02-19,3,0.0
O2024002207,C000753,P00128,2024-02-19,1,0.05
O2024002208,C002749,P00004,2024-02-19,1,0.05
O2024002209,C001531,P00043,2024-02-19,1,0.05
O2024002210,C000232,P00078,2024-02-19,2,0.0
O2024002211,C001666,P00062,2024-02-19,1,0.05
O2024002212,C002857,P00011,2024-02-19,3,0.05
O2024002213,C002703,P00133,2024-02-19,1,0.0
O2024002214,C002296,P00024,2024-02-19,1,0.05
O2024002215,C000180,P00002,2024-02-19,1,0.0
O2024002216,C000022,P00186,2024-02-19,1,0.1
O2024002217,C000928,P00147,2024-02-19,1,0.03
O2024002218,C002983,P00033,2024-02-19,2,0.0
O2024002219,C001244,P00002,2024-02-19,2,0.15
O2024002220,C001815,P00165,2024-02-19,1,0.05
O2024002221,C000649,P00112,2024-02-19,1,0.05
O2024002222,C001646,P00016,2024-02-19,1,0.03
O2024002223,C002259,P00128,2024-02-19,1,0.05
O2024002224,C002795,P00049,2024-02-19,2,0.0
O2024002225,C001371,P00006,2024-02-19,1,0.1
O2024002226,C000933,P00169,2024-02-19,2,0.03
O2024002227,C001950,P00076,2024-02-19,2,0.15
O2024002228,C001682,P00181,2024-02-19,2,0.0
O2024002229,C000229,P00108,2024-02-19,2,0.0
O2024002230,C002383,P00178,2024-02-19,1,0.15
O2024002231,C000749,P00169,2024-02-19,1,0.0
O2024002232,C002270,P00033,2024-02-19,2,0.0
O2024002233,C000358,P00020,2024-02-19,1,0.1
O2024002234,C002634,P00128,2024-02-19,1,0.0
O2024002235,C002923,P00016,2024-02-19,1,0.05
O2024002236,C002259,P00052,2024-02-19,1,0.15
O2024002237,C002457,P00139,2024-02-19,4,0.05
O2024002238,C002549,P00158,2024-02-19,1,0.0
O2024002239,C001404,P00042,2024-02-19,1,0.0
O2024002240,C002372,P00174,2024-02-19,1,0.1
O2024002241,C002810,P00139,2024-02-19,3,0.05
O2024002242,C001763,P00054,2024-02-19,2,0.05
O2024002243,C000644,P00031,2024-02-20,2,0.03
O2024002244,C002347,P00015,2024-02-20,1,0.05
O2024002245,C000490,P00078,2024-02-20,2,0.0
O2024002246,C002698,P00058,2024-02-20,1,0.0
O2024002247,C002378,P00019,2024-02-20,2,0.0
O2024002248,C002075,P00090,2024-02-20,2,0.15
O2024002249,C001048,P00006,2024-02-20,1,0.15
O2024002250,C002443,P00144,2024-02-20,1,0.05
O2024002251,C000174,P00075,2024-02-20,3,0.1
O2024002252,C001381,P00109,2024-02-20,1,0.0
O2024002253,C002735,P00159,2024-02-20,2,0.03
O2024002254,C000798,P00097,2024-02-20,1,0.05
O2024002255,C001180,P00007,2024-02-20,2,0.0
O2024002256,C000037,P00117,2024-02-20,1,0.0
O2024002257,C002316,P00006,2024-02-20,1,0.1
O2024002258,C000768,P00091,2024-02-20,2,0.0
O2024002259,C001396,P00050,2024-02-20,1,0.0
O2024002260,C001601,P00198,2024-02-20,4,0.0
O2024002261,C001742,P00143,2024-02-20,1,0.0
O2024002262,C002896,P00142,2024-02-20,2,0.1
O2024002263,C001424,P00023,2024-02-20,1,0.0
O2024002264,C001603,P00051,2024-02-20,1,0.15
O2024002265,C001332,P00090,2024-02-20,1,0.0
O2024002266,C001061,P00048,2024-02-20,1,0.1
O2024002267,C001562,P00085,2024-02-20,1,0.0
O2024002268,C000227,P00051,2024-02-20,1,0.05
O2024002269,C000091,P00077,2024-02-20,1,0.0
O2024002270,C002518,P00159,2024-02-20,1,0.0
O2024002271,C000788,P00107,2024-02-20,1,0.0
O2024002272,C000818,P00051,2024-02-20,1,0.0
O2024002273,C002103,P00065,2024-02-20,1,0.05
O2024002274,C002971,P00195,2024-02-20,1,0.05
O2024002275,C002517,P00107,2024-02-20,1,0.1
O2024002276,C001650,P00066,2024-02-20,1,0.05
O2024002277,C002778,P00097,2024-02-20,1,0.0
O2024002278,C001866,P00195,2024-02-20,1,0.0
O2024002279,C001549,P00145,2024-02-20,3,0.03
O2024002280,C000359,P00017,2024-02-20,2,0.0
O2024002281,C002416,P00007,2024-02-20,1,0.0
O2024002282,C001743,P00182,2024-02-20,1,0.05
O2024002283,C002174,P00051,2024-02-20,1,0.05
O2024002284,C002944,P00156,2024-02-20,2,0.03
O2024002285,C000085,P00081,2024-02-20,1,0.05
O2024002286,C000020,P00090,2024-02-20,2,0.05
O2024002287,C001240,P00012,2024-02-20,1,0.0
O2024002288,C000565,P00167,2024-02-20,1,0.0
O2024002289,C002028,P00063,2024-02-20,1,0.0
O2024002290,C002229,P00174,2024-02-20,1,0.0
O2024002291,C000973,P00156,2024-02-20,3,0.15
O2024002292,C002131,P00059,2024-02-20,1,0.0
O2024002293,C002516,P00092,2024-02-20,1,0.03
O2024002294,C000834,P00093,2024-02-20,1,0.0
O2024002295,C002139,P00075,2024-02-21,2,0.0
O2024002296,C002028,P00047,2024-02-21,2,0.15
O2024002297,C002597,P00177,2024-02-21,1,0.15
O2024002298,C002442,P00068,2024-02-21,2,0.1
O2024002299,C002100,P00033,2024-02-21,2,0.0
O2024002300,C002516,P00189,2024-02-21,1,0.0
O2024002301,C001832,P00045,2024-02-21,1,0.0
O2024002302,C001148,P00082,2024-02-21,3,0.1
O2024002303,C002419,P00017,2024-02-21,1,0.05
O2024002304,C002128,P00195,2024-02-21,2,0.0
O2024002305,C002077,P00047,2024-02-21,1,0.0
O2024002306,C002242,P00132,2024-02-21,2,0.05
O2024002307,C002281,P00045,2024-02-21,2,0.1
O2024002308,C001149,P00173,2024-02-21,1,0.03
O2024002309,C001506,P00017,2024-02-21,4,0.1
O2024002310,C000619,P00042,2024-02-21,1,0.0
O2024002311,C002176,P00106,2024-02-21,2,0.0
O2024002312,C002858,P00191,2024-02-21,1,0.05
O2024002313,C001871,P00193,2024-02-21,2,0.0
O2024002314,C001704,P00049,2024-02-21,1,0.0
O2024002315,C002532,P00042,2024-02-21,1,0.05
O2024002316,C000864,P00198,2024-02-21,3,0.0
O2024002317,C001957,P00190,2024-02-21,1,0.15
O2024002318,C000448,P00013,2024-02-21,1,0.1
O2024002319,C000057,P00070,2024-02-21,2,0.0
O2024002320,C002568,P00182,2024-02-21,1,0.0
O2024002321,C000790,P00015,2024-02-21,1,0.0
O2024002322,C002517,P00103,2024-02-21,2,0.1
O2024002323,C002056,P00009,2024-02-21,1,0.0
O2024002324,C002839,P00053,2024-02-21,3,0.05
O2024002325,C001384,P00054,2024-02-21,2,0.05
O2024002326,C000184,P00149,2024-02-21,1,0.15
O2024002327,C002614,P00140,2024-02-21,1,0.0
O2024002328,C000782,P00143,2024-02-21,1,0.0
O2024002329,C000157,P00035,2024-02-21,1,0.0
O2024002330,C000825,P00070,2024-02-21,1,0.05
O2024002331,C000173,P00189,2024-02-21,3,0.05
O2024002332,C002437,P00038,2024-02-21,1,0.1
O2024002333,C002182,P00006,2024-02-22,2,0.05
O2024002334,C001062,P00028,2024-02-22,2,0.0
O2024002335,C002260,P00012,2024-02-22,1,0.0
O2024002336,C001043,P00078,2024-02-22,1,0.0
O2024002337,C001093,P00197,2024-02-22,3,0.0
O2024002338,C000782,P00026,2024-02-22,2,0.1
O2024002339,C002067,P00011,2024-02-22,1,0.0
O2024002340,C002041,P00103,2024-02-22,1,0.05
O2024002341,C000730,P00094,2024-02-22,1,0.1
O2024002342,C000814,P00128,2024-02-22,1,0.1
O2024002343,C001872,P00160,2024-02-22,1,0.0
O2024002344,C001224,P00043,2024-02-22,1,0.03
O2024002345,C000561,P00036,2024-02-22,4,0.0
O2024002346,C000481,P00065,2024-02-22,2,0.0
O2024002347,C001565,P00050,2024-02-22,1,0.0
O2024002348,C002508,P00180,2024-02-22,1,0.0
O2024002349,C002292,P00101,2024-02-22,2,0.05
O2024002350,C001647,P00054,2024-02-22,1,0.0
O2024002351,C001943,P00098,2024-02-22,1,0.0
O2024002352,C002479,P00032,2024-02-22,3,0.05
O2024002353,C000228,P00019,2024-02-22,1,0.15
O2024002354,C002018,P00176,2024-02-22,3,0.0
O2024002355,C002949,P00025,2024-02-22,2,0.0
O2024002356,C001162,P00126,2024-02-22,1,0.0
O2024002357,C001246,P00138,2024-02-22,1,0.0
O2024002358,C002792,P00197,2024-02-22,1,0.0
O2024002359,C001360,P00143,2024-02-22,1,0.05
O2024002360,C001012,P00166,2024-02-22,1,0.0
O2024002361,C001647,P00050,2024-02-22,2,0.05
O2024002362,C000921,P00096,2024-02-22,2,0.05
O2024002363,C002543,P00181,2024-02-22,2,0.05
O2024002364,C000309,P00127,2024-02-22,1,0.15
O2024002365,C002710,P00150,2024-02-22,1,0.0
O2024002366,C000424,P00055,2024-02-22,2,0.03
O2024002367,C000374,P00129,2024-02-22,1,0.0
O2024002368,C002086,P00018,2024-02-22,4,0.0
O2024002369,C000561,P00090,2024-02-22,2,0.0
O2024002370,C000590,P00109,2024-02-22,1,0.0
O2024002371,C001059,P00005,2024-02-22,1,0.05
O2024002372,C002702,P00132,2024-02-22,1,0.15
O2024002373,C002521,P00118,2024-02-23,1,0.05
O2024002374,C001449,P00070,2024-02-23,2,0.1
O2024002375,C001225,P00001,2024-02-23,2,0.0
O2024002376,C002481,P00001,2024-02-23,1,0.0
O2024002377,C002994,P00052,2024-02-23,3,0.05
O2024002378,C002923,P00050,2024-02-23,1,0.05
O2024002379,C002246,P00145,2024-02-23,1,0.05
O2024002380,C000608,P00006,2024-02-23,2,0.05
O2024002381,C000783,P00177,2024-02-23,2,0.05
O2024002382,C001580,P00045,2024-02-23,1,0.0
O2024002383,C001826,P00060,2024-02-23,1,0.0
O2024002384,C001887,P00065,2024-02-23,1,0.0
O2024002385,C001784,P00034,2024-02-23,2,0.0
O2024002386,C000932,P00082,2024-02-23,2,0.0
O2024002387,C001394,P00138,2024-02-23,1,0.1
O2024002388,C001521,P00050,2024-02-23,1,0.0
O2024002389,C002469,P00049,2024-02-23,1,0.05
O2024002390,C001984,P00074,2024-02-23,1,0.2
O2024002391,C002253,P00159,2024-02-23,1,0.05
O2024002392,C002894,P00165,2024-02-23,1,0.0
O2024002393,C002122,P00127,2024-02-23,1,0.0
O2024002394,C002839,P00089,2024-02-23,3,0.15
O2024002395,C002852,P00166,2024-02-23,1,0.0
O2024002396,C000697,P00183,2024-02-23,1,0.03
O2024002397,C001926,P00085,2024-02-23,1,0.0
O2024002398,C000101,P00123,2024-02-23,1,0.0
O2024002399,C001174,P00030,2024-02-23,1,0.0
O2024002400,C002246,P00186,2024-02-23,2,0.05
O2024002401,C002969,P00070,2024-02-23,1,0.03
O2024002402,C002811,P00049,2024-02-23,1,0.1
O2024002403,C000020,P00126,2024-02-23,1,0.15
O2024002404,C001451,P00090,2024-02-23,1,0.0
O2024002405,C001701,P00092,2024-02-23,3,0.0
O2024002406,C002009,P00198,2024-02-23,2,0.0
O2024002407,C001592,P00151,2024-02-23,1,0.15
O2024002408,C001712,P00174,2024-02-23,2,0.0
O2024002409,C002334,P00152,2024-02-23,1,0.0
O2024002410,C001998,P00159,2024-02-23,1,0.0
O2024002411,C002243,P00193,2024-02-24,1,0.1
O2024002412,C000808,P00088,2024-02-24,2,0.0
O2024002413,C002873,P00176,2024-02-24,1,0.05
O2024002414,C001161,P00078,2024-02-24,1,0.05
O2024002415,C001656,P00032,2024-02-24,2,0.05
O2024002416,C002277,P00196,2024-02-24,2,0.0
O2024002417,C002884,P00025,2024-02-24,1,0.05
O2024002418,C001831,P00086,2024-02-24,1,0.0
O2024002419,C002704,P00036,2024-02-24,1,0.0
O2024002420,C002651,P00116,2024-02-24,1,0.0
O2024002421,C002429,P00095,2024-02-24,4,0.0
O2024002422,C002905,P00048,2024-02-24,1,0.1
O2024002423,C001484,P00187,2024-02-24,1,0.0
O2024002424,C002765,P00110,2024-02-24,2,0.05
O2024002425,C001460,P00159,2024-02-24,2,0.1
O2024002426,C000746,P00169,2024-02-24,1,0.03
O2024002427,C001924,P00196,2024-02-24,1,0.15
O2024002428,C000964,P00127,2024-02-24,1,0.05
O2024002429,C002008,P00175,2024-02-24,4,0.0
O2024002430,C000576,P00060,2024-02-24,1,0.05
O2024002431,C002887,P00089,2024-02-24,1,0.0
O2024002432,C001220,P00090,2024-02-24,3,0.1
O2024002433,C001851,P00071,2024-02-24,1,0.15
O2024002434,C001484,P00025,2024-02-24,3,0.0
O2024002435,C002087,P00192,2024-02-24,2,0.0
O2024002436,C002046,P00039,2024-02-24,1,0.0
O2024002437,C001833,P00025,2024-02-24,1,0.1
O2024002438,C000499,P00160,2024-02-24,1,0.0
O2024002439,C002346,P00024,2024-02-24,1,0.15
O2024002440,C000870,P00020,2024-02-24,1,0.05
O2024002441,C002323,P00165,2024-02-24,1,0.0
O2024002442,C001210,P00148,2024-02-24,2,0.05
O2024002443,C001885,P00097,2024-02-24,1,0.0
O2024002444,C000821,P00187,2024-02-24,1,0.0
O2024002445,C002427,P00090,2024-02-24,2,0.05
O2024002446,C000852,P00158,2024-02-24,1,0.1
O2024002447,C000155,P00107,2024-02-24,1,0.05
O2024002448,C001727,P00132,2024-02-24,1,0.1
O2024002449,C002953,P00098,2024-02-24,1,0.0
O2024002450,C000686,P00048,2024-02-24,4,0.05
O2024002451,C002687,P00033,2024-02-24,1,0.0
O2024002452,C000352,P00038,2024-02-24,2,0.1
O2024002453,C000362,P00007,2024-02-24,1,0.0
O2024002454,C000844,P00012,2024-02-24,1,0.05
O2024002455,C002482,P00194,2024-02-24,2,0.0
O2024002456,C000813,P00012,2024-02-24,2,0.1
O2024002457,C001397,P00140,2024-02-24,2,0.0
O2024002458,C001281,P00144,2024-02-24,1,0.1
O2024002459,C000913,P00010,2024-02-24,2,0.05
O2024002460,C002725,P00049,2024-02-24,1,0.0
O2024002461,C000601,P00050,2024-02-24,2,0.1
O2024002462,C001929,P00068,2024-02-24,1,0.05
O2024002463,C001931,P00108,2024-02-24,1,0.0
O2024002464,C002971,P00059,2024-02-24,1,0.0
O2024002465,C001537,P00056,2024-02-24,1,0.0
O2024002466,C001184,P00019,2024-02-24,1,0.1
O2024002467,C001225,P00169,2024-02-24,2,0.0
O2024002468,C002196,P00091,2024-02-24,1,0.0
O2024002469,C001149,P00022,2024-02-25,1,0.0
O2024002470,C000245,P00085,2024-02-25,3,0.0
O2024002471,C000940,P00186,2024-02-25,1,0.05
O2024002472,C002751,P00055,2024-02-25,2,0.15
O2024002473,C001174,P00075,2024-02-25,1,0.0
O2024002474,C001544,P00056,2024-02-25,1,0.05
O2024002475,C001647,P00082,2024-02-25,1,0.0
O2024002476,C000484,P00132,2024-02-25,1,0.05
O2024002477,C002839,P00126,2024-02-25,1,0.05
O2024002478,C002223,P00067,2024-02-25,1,0.1
O2024002479,C002419,P00034,2024-02-25,1,0.0
O2024002480,C001878,P00115,2024-02-25,1,0.0
O2024002481,C000793,P00150,2024-02-25,2,0.05
O2024002482,C002714,P00131,2024-02-25,1,0.05
O2024002483,C000273,P00082,2024-02-25,2,0.0
O2024002484,C000741,P00072,2024-02-25,2,0.0
O2024002485,C001131,P00113,2024-02-25,3,0.05
O2024002486,C001016,P00199,2024-02-25,2,0.05
O2024002487,C002204,P00157,2024-02-25,2,0.05
O2024002488,C002825,P00195,2024-02-25,4,0.0
O2024002489,C000764,P00036,2024-02-25,1,0.15
O2024002490,C000990,P00178,2024-02-25,1,0.0
O2024002491,C001685,P00192,2024-02-25,1,0.05
O2024002492,C001620,P00045,2024-02-25,2,0.05
O2024002493,C002028,P00138,2024-02-25,2,0.15
O2024002494,C000240,P00019,2024-02-25,2,0.05
O2024002495,C002821,P00002,2024-02-25,1,0.03
O2024002496,C000272,P00111,2024-02-25,1,0.0
O2024002497,C002627,P00045,2024-02-25,1,0.1
O2024002498,C000568,P00186,2024-02-25,1,0.0
O2024002499,C002137,P00073,2024-02-25,1,0.1
O2024002500,C000342,P00079,2024-02-25,4,0.0
O2024002501,C001951,P00006,2024-02-25,1,0.03
O2024002502,C001282,P00177,2024-02-25,2,0.05
O2024002503,C002104,P00200,2024-02-25,2,0.0
O2024002504,C002286,P00194,2024-02-25,1,0.0
O2024002505,C002111,P00037,2024-02-25,1,0.0
O2024002506,C000135,P00184,2024-02-25,1,0.05
O2024002507,C000870,P00158,2024-02-25,1,0.0
O2024002508,C001433,P00096,2024-02-25,2,0.05
O2024002509,C002543,P00076,2024-02-25,1,0.0
O2024002510,C001338,P00159,2024-02-25,1,0.1
O2024002511,C000943,P00191,2024-02-25,1,0.1
O2024002512,C001068,P00200,2024-02-25,1,0.0
O2024002513,C000545,P00020,2024-02-25,1,0.0
O2024002514,C000575,P00166,2024-02-25,1,0.03
O2024002515,C001149,P00138,2024-02-25,2,0.0
O2024002516,C000244,P00192,2024-02-25,1,0.0
O2024002517,C002061,P00138,2024-02-25,1,0.15
O2024002518,C002370,P00161,2024-02-25,1,0.0
O2024002519,C001552,P00159,2024-02-25,2,0.0
O2024002520,C001815,P00012,2024-02-25,1,0.1
O2024002521,C002349,P00195,2024-02-25,1,0.0
O2024002522,C002745,P00043,2024-02-25,1,0.1
O2024002523,C000919,P00079,2024-02-25,2,0.03
O2024002524,C000158,P00041,2024-02-25,4,0.0
O2024002525,C001140,P00047,2024-02-25,1,0.03
O2024002526,C002664,P00082,2024-02-25,1,0.0
O2024002527,C000529,P00072,2024-02-25,2,0.1
O2024002528,C002842,P00078,2024-02-25,2,0.0
O2024002529,C001719,P00114,2024-02-25,1,0.0
O2024002530,C000945,P00191,2024-02-25,3,0.05
O2024002531,C000175,P00053,2024-02-25,1,0.0
O2024002532,C001676,P00195,2024-02-25,1,0.05
O2024002533,C001838,P00048,2024-02-26,1,0.0
O2024002534,C000322,P00091,2024-02-26,2,0.0
O2024002535,C000257,P00198,2024-02-26,2,0.03
O2024002536,C002033,P00019,2024-02-26,1,0.1
O2024002537,C001253,P00139,2024-02-26,1,0.0
O2024002538,C001246,P00103,2024-02-26,1,0.0
O2024002539,C002023,P00025,2024-02-26,2,0.1
O2024002540,C002922,P00048,2024-02-26,1,0.1
O2024002541,C001946,P00196,2024-02-26,3,0.05
O2024002542,C002352,P00042,2024-02-26,3,0.15
O2024002543,C001535,P00067,2024-02-26,1,0.0
O2024002544,C002842,P00046,2024-02-26,1,0.0
O2024002545,C002316,P00069,2024-02-26,1,0.05
O2024002546,C002985,P00108,2024-02-26,3,0.0
O2024002547,C000777,P00030,2024-02-26,1,0.03
O2024002548,C001463,P00144,2024-02-26,1,0.0
O2024002549,C001427,P00068,2024-02-26,1,0.0
O2024002550,C002751,P00009,2024-02-26,1,0.0
O2024002551,C001988,P00180,2024-02-26,2,0.03
O2024002552,C001962,P00164,2024-02-26,1,0.05
O2024002553,C001633,P00085,2024-02-26,1,0.05
O2024002554,C001294,P00167,2024-02-26,1,0.0
O2024002555,C001438,P00184,2024-02-26,1,0.1
O2024002556,C001503,P00121,2024-02-26,1,0.1
O2024002557,C002998,P00066,2024-02-26,1,0.0
O2024002558,C001458,P00176,2024-02-26,3,0.0
O2024002559,C000753,P00058,2024-02-26,2,0.0
O2024002560,C001337,P00179,2024-02-26,1,0.03
O2024002561,C000193,P00085,2024-02-26,1,0.03
O2024002562,C002636,P00067,2024-02-26,2,0.0
O2024002563,C001018,P00059,2024-02-26,2,0.0
O2024002564,C000909,P00187,2024-02-26,1,0.1
O2024002565,C000308,P00056,2024-02-26,1,0.0
O2024002566,C001490,P00088,2024-02-26,1,0.0
O2024002567,C002277,P00155,2024-02-26,2,0.0
O2024002568,C000156,P00193,2024-02-26,1,0.0
O2024002569,C001010,P00070,2024-02-26,1,0.03
O2024002570,C002919,P00113,2024-02-26,1,0.05
O2024002571,C000095,P00137,2024-02-26,1,0.1
O2024002572,C002296,P00011,2024-02-26,1,0.0
O2024002573,C002422,P00058,2024-02-26,2,0.0
O2024002574,C001305,P00128,2024-02-26,1,0.05
O2024002575,C002853,P00019,2024-02-26,1,0.0
O2024002576,C000571,P00001,2024-02-26,3,0.0
O2024002577,C001097,P00062,2024-02-26,3,0.0
O2024002578,C002751,P00010,2024-02-26,2,0.0
O2024002579,C002436,P00074,2024-02-26,1,0.0
O2024002580,C002396,P00007,2024-02-26,1,0.0
O2024002581,C000953,P00005,2024-02-26,1,0.1
O2024002582,C002808,P00098,2024-02-26,1,0.1
O2024002583,C001362,P00140,2024-02-26,1,0.1
O2024002584,C001107,P00063,2024-02-26,1,0.0
O2024002585,C001148,P00026,2024-02-26,2,0.15
O2024002586,C002864,P00107,2024-02-26,1,0.1
O2024002587,C001643,P00141,2024-02-26,1,0.0
O2024002588,C000767,P00123,2024-02-26,1,0.03
O2024002589,C002049,P00123,2024-02-26,1,0.15
O2024002590,C000205,P00139,2024-02-26,1,0.0
O2024002591,C002352,P00022,2024-02-26,1,0.05
O2024002592,C002891,P00039,2024-02-26,1,0.0
O2024002593,C002201,P00021,2024-02-26,1,0.05
O2024002594,C001016,P00024,2024-02-26,1,0.05
O2024002595,C002516,P00179,2024-02-26,2,0.03
O2024002596,C002786,P00162,2024-02-26,3,0.0
O2024002597,C001049,P00074,2024-02-27,1,0.0
O2024002598,C002531,P00125,2024-02-27,1,0.05
O2024002599,C000693,P00085,2024-02-27,1,0.0
O2024002600,C000484,P00196,2024-02-27,3,0.1
O2024002601,C001357,P00167,2024-02-27,2,0.05
O2024002602,C002714,P00095,2024-02-27,2,0.15
O2024002603,C002569,P00073,2024-02-27,1,0.0
O2024002604,C002813,P00149,2024-02-27,1,0.0
O2024002605,C001381,P00182,2024-02-27,1,0.0
O2024002606,C000316,P00064,2024-02-27,1,0.1
O2024002607,C001110,P00161,2024-02-27,1,0.1
O2024002608,C000979,P00006,2024-02-27,1,0.05
O2024002609,C000016,P00025,2024-02-27,1,0.05
O2024002610,C000940,P00189,2024-02-27,3,0.0
O2024002611,C000619,P00174,2024-02-27,1,0.03
O2024002612,C001192,P00010,2024-02-27,2,0.03
O2024002613,C000313,P00035,2024-02-27,1,0.0
O2024002614,C000164,P00188,2024-02-27,3,0.1
O2024002615,C002289,P00152,2024-02-27,1,0.0
O2024002616,C001519,P00138,2024-02-27,1,0.05
O2024002617,C000384,P00088,2024-02-27,1,0.0
O2024002618,C002078,P00193,2024-02-27,1,0.05
